[forsens-face-hunter]
	Arcane Shot, 1, 2
	Defender of Argus, 4, 1
	Twilight Drake, 4, 2
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 1
	Ragnaros the Firelord, 8, 1
	Alexstrasza, 9, 1
	Malygos, 9, 1
	Mountain Giant, 12, 2
	Molten Giant, 20, 2

[savjzs-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Flare, 2, 2
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 1
	Animal Companion, 3, 2
	Deadly Shot, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	Dire Wolf Alpha, 2, 1
	River Crocolisk, 2, 1
	Ironbeak Owl, 3, 1
	Leeroy Jenkins, 5, 1
	Stampeding Kodo, 5, 2

[yoms-ramp-druid]
	Innervate, 0, 2
	Mark of the Wild, 2, 2
	Wrath, 2, 2
	Healing Touch, 3, 1
	Wild Growth, 3, 2
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Nourish, 6, 2
	Ancient of Lore, 7, 1
	Ancient of War, 7, 2
	Cenarius, 9, 1
	Acidic Swamp Ooze, 2, 1
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 2
	Cairne Bloodhoof, 6, 1
	Sunwalker, 6, 1
	Sylvanas Windrunner, 6, 1
	The Black Knight, 6, 1
	Ragnaros the Firelord, 8, 1

[yoms-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Flare, 2, 1
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 2
	Animal Companion, 3, 2
	Deadly Shot, 3, 2
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	River Crocolisk, 2, 2
	King Mukla, 3, 1
	Stampeding Kodo, 5, 2

[dandidos-oldschool-handlock]
	Mortal Coil, 1, 2
	Soulfire, 1, 2
	Shadow Bolt, 3, 2
	Hellfire, 4, 2
	Shadowflame, 4, 1
	Siphon Soul, 6, 2
	Ancient Watcher, 2, 2
	Bloodmage Thalnos, 2, 1
	Sunfury Protector, 2, 2
	Earthen Ring Farseer, 3, 2
	Ironbeak Owl, 3, 2
	Defender of Argus, 4, 2
	Twilight Drake, 4, 2
	Leeroy Jenkins, 5, 1
	Alexstrasza, 9, 1
	Mountain Giant, 12, 2
	Molten Giant, 20, 2

[kitkatz-warrior]
	Shield Slam, 1, 2
	Whirlwind, 1, 2
	Armorsmith, 2, 1
	Cleave, 2, 1
	Cruel Taskmaster, 2, 2
	Execute, 2, 2
	Slam, 2, 2
	Fiery War Axe, 3, 2
	Shield Block, 3, 2
	Kor¡¯kron Elite, 4, 2
	Gorehowl, 7, 1
	Grommash Hellscream, 8, 1
	Acolyte of Pain, 3, 2
	Azure Drake, 5, 2
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 1
	The Black Knight, 6, 1
	Baron Geddon, 7, 1
	Ragnaros the Firelord, 8, 1
	Alexstrasza, 9, 1

[noxious-randuin-wrynn]
	Mind Vision, 1, 2
	Thoughtsteal, 2, 2
	Mindgames, 4, 2
	Young Priestess, 1, 2
	Knife Juggler, 2, 2
	Lorewalker Cho, 2, 1
	Mad Bomber, 2, 2
	Master Swordsmith, 2, 2
	Millhouse Manastorm, 2, 1
	Nat Pagle, 2, 1
	Demolisher, 3, 2
	King Mukla, 3, 1
	Mind Control Tech, 3, 2
	Elite Tauren Chieftain, 5, 1
	Faceless Manipulator, 5, 2
	Gelbin Mekkatorque, 6, 1
	Sylvanas Windrunner, 6, 1
	Ragnaros the Firelord, 8, 1
	Ysera, 9, 1
	Deathwing, 10, 1

[forsens-malyrogue]
	Backstab, 0, 2
	Preparation, 0, 2
	Deadly Poison, 1, 2
	Sinister Strike, 1, 2
	Eviscerate, 2, 2
	Sap, 2, 2
	Shiv, 2, 2
	Edwin VanCleef, 3, 1
	Fan of Knives, 3, 1
	Headcrack, 3, 1
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 2
	Bloodmage Thalnos, 2, 1
	Loot Hoarder, 2, 1
	Earthen Ring Farseer, 3, 2
	Azure Drake, 5, 2
	Gadgetzan Auctioneer, 6, 2
	Malygos, 9, 1

[forsens-snake-trap-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Explosive Trap, 2, 2
	Flare, 2, 1
	Freezing Trap, 2, 1
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 2
	Snake Trap, 2, 1
	Animal Companion, 3, 2
	Eaglehorn Bow, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	King Mukla, 3, 1
	Leeroy Jenkins, 5, 1

[forsens-warlock-zoo]
	Flame Imp, 1, 2
	Mortal Coil, 1, 2
	Power Overwhelming, 1, 2
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Abusive Sergeant, 1, 1
	Argent Squire, 1, 2
	Leper Gnome, 1, 2
	Young Priestess, 1, 2
	Dire Wolf Alpha, 2, 1
	Knife Juggler, 2, 2
	Harvest Golem, 3, 2
	Shattered Sun Cleric, 3, 2
	Dark Iron Dwarf, 4, 1
	Defender of Argus, 4, 2
	Leeroy Jenkins, 5, 1
	Argent Commander, 6, 2

[kolentos-malyrogue-miracle-rogue-variant]
	Backstab, 0, 2
	Preparation, 0, 2
	Deadly Poison, 1, 2
	Sinister Strike, 1, 2
	Eviscerate, 2, 2
	Sap, 2, 1
	Shiv, 2, 2
	Edwin VanCleef, 3, 1
	Fan of Knives, 3, 2
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 2
	Assassin¡¯s Blade, 5, 1
	Bloodmage Thalnos, 2, 1
	Loot Hoarder, 2, 1
	Earthen Ring Farseer, 3, 2
	Azure Drake, 5, 2
	Gadgetzan Auctioneer, 6, 2
	Malygos, 9, 1

[strifecros-midrange-hunter]
	Timber Wolf, 1, 1
	Tracking, 1, 2
	Explosive Trap, 2, 2
	Flare, 2, 1
	Freezing Trap, 2, 1
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 1
	Animal Companion, 3, 2
	Deadly Shot, 3, 1
	Eaglehorn Bow, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	River Crocolisk, 2, 1
	Jungle Panther, 3, 1
	King Mukla, 3, 1
	Oasis Snapjaw, 4, 2
	Stampeding Kodo, 5, 1

[strifecros-zoo-warlock]
	Flame Imp, 1, 2
	Mortal Coil, 1, 1
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Doomguard, 5, 2
	Abusive Sergeant, 1, 1
	Argent Squire, 1, 2
	Shieldbearer, 1, 1
	Ancient Watcher, 2, 2
	Dire Wolf Alpha, 2, 2
	Knife Juggler, 2, 2
	Sunfury Protector, 2, 2
	Harvest Golem, 3, 2
	Ironbeak Owl, 3, 1
	Shattered Sun Cleric, 3, 2
	Dark Iron Dwarf, 4, 2
	Defender of Argus, 4, 2

[rdus-tempo-rogue]
	Backstab, 0, 2
	Deadly Poison, 1, 2
	Cold Blood, 2, 1
	Defias Ringleader, 2, 2
	Eviscerate, 2, 2
	Sap, 2, 1
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 1
	Argent Squire, 1, 1
	Bloodmage Thalnos, 2, 1
	Loot Hoarder, 2, 2
	Harvest Golem, 3, 2
	Chillwind Yeti, 4, 2
	Defender of Argus, 4, 2
	Azure Drake, 5, 2
	Big Game Hunter, 5, 1
	Spiteful Smith, 5, 1
	Argent Commander, 6, 2
	The Black Knight, 6, 1

[rdus-control-warrior]
	Shield Slam, 1, 2
	Whirlwind, 1, 2
	Armorsmith, 2, 2
	Cruel Taskmaster, 2, 2
	Execute, 2, 2
	Slam, 2, 2
	Fiery War Axe, 3, 2
	Frothing Berserker, 3, 2
	Shield Block, 3, 2
	Brawl, 5, 1
	Gorehowl, 7, 1
	Grommash Hellscream, 8, 1
	Acolyte of Pain, 3, 2
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 1
	Harrison Jones, 5, 1
	Cairne Bloodhoof, 6, 1
	The Black Knight, 6, 1
	Ragnaros the Firelord, 8, 1
	Alexstrasza, 9, 1

[amazs-mystic-square-midrange-druid]
	Innervate, 0, 2
	Wrath, 2, 2
	Savage Roar, 3, 1
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Force of Nature, 5, 1
	Ancient of Lore, 7, 2
	Ancient Watcher, 2, 2
	Sunfury Protector, 2, 2
	Harvest Golem, 3, 2
	Chillwind Yeti, 4, 2
	Defender of Argus, 4, 1
	Azure Drake, 5, 2
	Faceless Manipulator, 5, 1
	Cairne Bloodhoof, 6, 1
	Gelbin Mekkatorque, 6, 1
	Sylvanas Windrunner, 6, 1
	The Black Knight, 6, 1

[danielctin14s-midrangeaggro-rogue]
	Backstab, 0, 2
	Deadly Poison, 1, 2
	Cold Blood, 2, 2
	Eviscerate, 2, 2
	Edwin VanCleef, 3, 1
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 1
	Argent Squire, 1, 2
	Acidic Swamp Ooze, 2, 1
	Loot Hoarder, 2, 2
	Blood Knight, 3, 1
	Harvest Golem, 3, 2
	Defender of Argus, 4, 2
	Sen¡¯jin Shieldmasta, 4, 1
	Azure Drake, 5, 2
	Big Game Hunter, 5, 1
	Leeroy Jenkins, 5, 1
	Argent Commander, 6, 2
	The Black Knight, 6, 1

[danielctin14s-zoo]
	Flame Imp, 1, 2
	Mortal Coil, 1, 1
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Doomguard, 5, 2
	Abusive Sergeant, 1, 2
	Argent Squire, 1, 2
	Shieldbearer, 1, 2
	Young Priestess, 1, 2
	Amani Berserker, 2, 2
	Dire Wolf Alpha, 2, 2
	Knife Juggler, 2, 2
	Shattered Sun Cleric, 3, 2
	Dark Iron Dwarf, 4, 2
	Defender of Argus, 4, 2
	The Black Knight, 6, 1

[gaaras-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Explosive Trap, 2, 1
	Flare, 2, 1
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 2
	Animal Companion, 3, 2
	Deadly Shot, 3, 1
	Eaglehorn Bow, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	River Crocolisk, 2, 1
	Ironbeak Owl, 3, 1
	Stampeding Kodo, 5, 2

[gaaras-aggrohandlock]
	Flame Imp, 1, 2
	Mortal Coil, 1, 2
	Power Overwhelming, 1, 1
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Shadowflame, 4, 2
	Lord Jaraxxus, 9, 1
	Argent Squire, 1, 2
	Ancient Watcher, 2, 2
	Sunfury Protector, 2, 2
	Blood Knight, 3, 1
	Ironbeak Owl, 3, 2
	Mind Control Tech, 3, 1
	Scarlet Crusader, 3, 2
	Defender of Argus, 4, 2
	Faceless Manipulator, 5, 1
	Leeroy Jenkins, 5, 1
	Molten Giant, 20, 2

[aggro-warrior]
	Inner Rage, 0, 1
	Charge, 1, 1
	Cruel Taskmaster, 2, 2
	Heroic Strike, 2, 2
	Fiery War Axe, 3, 2
	Frothing Berserker, 3, 2
	Warsong Commander, 3, 2
	Arathi Weaponsmith, 4, 1
	Kor¡¯kron Elite, 4, 2
	Mortal Strike, 4, 2
	Arcanite Reaper, 5, 2
	Leper Gnome, 1, 2
	Amani Berserker, 2, 2
	Bloodsail Raider, 2, 2
	Faerie Dragon, 2, 2
	Raging Worgen, 3, 2
	Argent Commander, 6, 1

[initiative-amazs-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Flare, 2, 1
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 2
	Snipe, 2, 1
	Animal Companion, 3, 2
	Deadly Shot, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	River Crocolisk, 2, 2
	Ironbeak Owl, 3, 1
	Leeroy Jenkins, 5, 1
	Stampeding Kodo, 5, 1

[prophet-amazs-control-priest]
	Circle of Healing, 0, 2
	Power Word: Shield, 0, 2
	Northshire Cleric, 1, 2
	Shadow Word: Death, 2, 2
	Shadow Word: Pain, 2, 1
	Thoughtsteal, 2, 2
	Shadow Madness, 3, 1
	Auchenai Soulpriest, 4, 2
	Holy Nova, 4, 2
	Cabal Shadow Priest, 6, 1
	Holy Fire, 6, 2
	Mind Control, 10, 1
	Sunfury Protector, 2, 1
	Wild Pyromancer, 2, 2
	Earthen Ring Farseer, 3, 1
	Injured Blademaster, 3, 2
	Sen¡¯jin Shieldmasta, 4, 1
	Faceless Manipulator, 5, 1
	Sylvanas Windrunner, 6, 1
	Ragnaros the Firelord, 8, 1

[darkwonyxs-hulk-smash-control-warrior]
	Shield Slam, 1, 2
	Whirlwind, 1, 2
	Armorsmith, 2, 2
	Battle Rage, 2, 1
	Cruel Taskmaster, 2, 2
	Execute, 2, 2
	Slam, 2, 1
	Fiery War Axe, 3, 2
	Frothing Berserker, 3, 2
	Shield Block, 3, 2
	Brawl, 5, 1
	Gorehowl, 7, 1
	Grommash Hellscream, 8, 1
	Acolyte of Pain, 3, 2
	Chillwind Yeti, 4, 2
	Cairne Bloodhoof, 6, 1
	Baron Geddon, 7, 1
	Ragnaros the Firelord, 8, 1
	Alexstrasza, 9, 1
	Ysera, 9, 1

[admirable-scumlock-warlock-zoo]
	Flame Imp, 1, 2
	Mortal Coil, 1, 2
	Power Overwhelming, 1, 1
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Doomguard, 5, 2
	Abusive Sergeant, 1, 2
	Argent Squire, 1, 2
	Shieldbearer, 1, 1
	Young Priestess, 1, 2
	Amani Berserker, 2, 1
	Dire Wolf Alpha, 2, 2
	Knife Juggler, 2, 2
	Harvest Golem, 3, 2
	Shattered Sun Cleric, 3, 2
	Defender of Argus, 4, 2
	Leeroy Jenkins, 5, 1

[thatsadmirable-scumdiddlyumpscious-face-hunter]
	Arcane Shot, 1, 1
	Timber Wolf, 1, 1
	Tracking, 1, 2
	Explosive Trap, 2, 2
	Flare, 2, 1
	Hunter¡¯s Mark, 2, 2
	Misdirection, 2, 2
	Animal Companion, 3, 2
	Eaglehorn Bow, 3, 2
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Starving Buzzard, 5, 2
	Abusive Sergeant, 1, 2
	Leper Gnome, 1, 2
	Arcane Golem, 3, 2
	Wolfrider, 3, 2
	Leeroy Jenkins, 5, 1

[clarity-gamings-face-warrior]
	Cruel Taskmaster, 2, 2
	Heroic Strike, 2, 2
	Fiery War Axe, 3, 2
	Frothing Berserker, 3, 2
	Kor¡¯kron Elite, 4, 2
	Mortal Strike, 4, 2
	Arcanite Reaper, 5, 2
	Brawl, 5, 1
	Abusive Sergeant, 1, 2
	Argent Squire, 1, 2
	Leper Gnome, 1, 2
	Amani Berserker, 2, 2
	Arcane Golem, 3, 2
	Blood Knight, 3, 2
	Big Game Hunter, 5, 1
	Leeroy Jenkins, 5, 1
	The Black Knight, 6, 1

[managrinds-control-paladin]
	Holy Light, 2, 1
	Aldor Peacekeeper, 3, 2
	Consecration, 4, 2
	Equality, 4, 2
	Truesilver Champion, 4, 2
	Avenging Wrath, 6, 1
	Guardian of Kings, 7, 2
	Lay on Hands, 8, 1
	Tirion Fordring, 8, 1
	Faerie Dragon, 2, 2
	Wild Pyromancer, 2, 2
	Harvest Golem, 3, 2
	Chillwind Yeti, 4, 2
	Spellbreaker, 4, 1
	Faceless Manipulator, 5, 1
	Stampeding Kodo, 5, 2
	Cairne Bloodhoof, 6, 1
	Sylvanas Windrunner, 6, 1
	Ragnaros the Firelord, 8, 1
	Ysera, 9, 1

[clarity-gamings-freeze-mage]
	Ice Lance, 1, 2
	Mirror Image, 1, 2
	Frostbolt, 2, 2
	Mana Wyrm, 2, 2
	Arcane Intellect, 3, 2
	Frost Nova, 3, 2
	Ice Barrier, 3, 2
	Ice Block, 3, 2
	Fireball, 4, 2
	Polymorph, 4, 1
	Blizzard, 6, 2
	Archmage Antonidas, 7, 1
	Pyroblast, 10, 1
	Bloodmage Thalnos, 2, 1
	Doomsayer, 2, 2
	Acolyte of Pain, 3, 2
	Harrison Jones, 5, 1
	Alexstrasza, 9, 1

[managrinds-midrange-shaman]
	Earth Shock, 1, 2
	Lightning Bolt, 1, 2
	Rockbiter Weapon, 2, 2
	Feral Spirit, 3, 2
	Flametongue Totem, 3, 2
	Lava Burst, 3, 1
	Lightning Storm, 3, 2
	Mana Tide Totem, 3, 1
	Unbound Elemental, 3, 2
	Hex, 4, 2
	Fire Elemental, 6, 2
	Al¡¯Akir the Windlord, 8, 1
	Argent Squire, 1, 1
	Bloodmage Thalnos, 2, 1
	Chillwind Yeti, 4, 1
	Defender of Argus, 4, 1
	Azure Drake, 5, 2
	Faceless Manipulator, 5, 1
	Cairne Bloodhoof, 6, 1
	Gadgetzan Auctioneer, 6, 1

[clarity-gamings-rampmidrange-druid]
	Innervate, 0, 2
	Wrath, 2, 2
	Savage Roar, 3, 1
	Wild Growth, 3, 1
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Force of Nature, 5, 1
	Ancient of Lore, 7, 2
	Cenarius, 9, 1
	Bloodmage Thalnos, 2, 1
	Sunfury Protector, 2, 2
	Wild Pyromancer, 2, 1
	Harvest Golem, 3, 2
	Sen¡¯jin Shieldmasta, 4, 2
	Azure Drake, 5, 2
	Big Game Hunter, 5, 2
	Harrison Jones, 5, 1
	The Black Knight, 6, 1

[managrind-handlock]
	Mortal Coil, 1, 2
	Soulfire, 1, 2
	Shadow Bolt, 3, 1
	Hellfire, 4, 2
	Shadowflame, 4, 1
	Siphon Soul, 6, 2
	Lord Jaraxxus, 9, 1
	Ancient Watcher, 2, 2
	Sunfury Protector, 2, 2
	Earthen Ring Farseer, 3, 2
	Ironbeak Owl, 3, 2
	Defender of Argus, 4, 2
	Twilight Drake, 4, 2
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 1
	Alexstrasza, 9, 1
	Mountain Giant, 12, 2
	Molten Giant, 20, 2

[forsen-miracle-rogue]
	Backstab, 0, 2
	Preparation, 0, 2
	Shadowstep, 0, 2
	Conceal, 1, 1
	Deadly Poison, 1, 2
	Cold Blood, 2, 2
	Eviscerate, 2, 2
	Sap, 2, 2
	Shiv, 2, 2
	Edwin VanCleef, 3, 1
	Fan of Knives, 3, 2
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 1
	Assassin¡¯s Blade, 5, 1
	Bloodmage Thalnos, 2, 1
	Acolyte of Pain, 3, 2
	Leeroy Jenkins, 5, 1
	Gadgetzan Auctioneer, 6, 2

[forsen-zoo-warlock]
	Flame Imp, 1, 2
	Mortal Coil, 1, 2
	Power Overwhelming, 1, 1
	Soulfire, 1, 2
	Voidwalker, 1, 2
	Abusive Sergeant, 1, 1
	Argent Squire, 1, 2
	Leper Gnome, 1, 2
	Young Priestess, 1, 2
	Dire Wolf Alpha, 2, 1
	Knife Juggler, 2, 2
	Harvest Golem, 3, 2
	Ironbeak Owl, 3, 1
	Shattered Sun Cleric, 3, 2
	Dark Iron Dwarf, 4, 1
	Defender of Argus, 4, 2
	Leeroy Jenkins, 5, 1
	Argent Commander, 6, 2

[kitkatz-face-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Explosive Trap, 2, 2
	Flare, 2, 1
	Hunter¡¯s Mark, 2, 2
	Misdirection, 2, 2
	Animal Companion, 3, 2
	Eaglehorn Bow, 3, 2
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Starving Buzzard, 5, 2
	Abusive Sergeant, 1, 2
	Leper Gnome, 1, 2
	Arcane Golem, 3, 2
	Wolfrider, 3, 2
	Leeroy Jenkins, 5, 1

[forsen-shaman]
	Earth Shock, 1, 2
	Ancestral Spirit, 2, 2
	Far Sight, 3, 2
	Feral Spirit, 3, 2
	Lightning Storm, 3, 2
	Unbound Elemental, 3, 2
	Hex, 4, 2
	Doomhammer, 5, 1
	Earth Elemental, 5, 2
	Fire Elemental, 6, 2
	Sunfury Protector, 2, 2
	Azure Drake, 5, 2
	Faceless Manipulator, 5, 2
	Sylvanas Windrunner, 6, 1
	Alexstrasza, 9, 1
	Ysera, 9, 1
	Molten Giant, 20, 2

[strifecro-midrange-druid]
	Innervate, 0, 2
	Power of the Wild, 2, 2
	Wrath, 2, 2
	Savage Roar, 3, 1
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Force of Nature, 5, 1
	Ancient of Lore, 7, 2
	Ancient Watcher, 2, 2
	Sunfury Protector, 2, 2
	Wild Pyromancer, 2, 1
	Harvest Golem, 3, 2
	Defender of Argus, 4, 1
	Violet Teacher, 4, 2
	Azure Drake, 5, 1
	Big Game Hunter, 5, 1
	Argent Commander, 6, 1
	The Black Knight, 6, 1

[burst-shaman]
	Earth Shock, 1, 2
	Lightning Bolt, 1, 2
	Rockbiter Weapon, 2, 2
	Stormforged Axe, 2, 1
	Feral Spirit, 3, 2
	Flametongue Totem, 3, 2
	Lava Burst, 3, 2
	Mana Tide Totem, 3, 1
	Unbound Elemental, 3, 2
	Hex, 4, 2
	Doomhammer, 5, 1
	Fire Elemental, 6, 2
	Al¡¯Akir the Windlord, 8, 1
	Argent Squire, 1, 2
	Bloodmage Thalnos, 2, 1
	Defender of Argus, 4, 2
	Azure Drake, 5, 2
	Leeroy Jenkins, 5, 1

[aggro-mage]
	Arcane Missiles, 1, 2
	Ice Lance, 1, 2
	Mirror Image, 1, 2
	Frostbolt, 2, 2
	Mana Wyrm, 2, 2
	Sorcerer¡¯s Apprentice, 2, 2
	Arcane Intellect, 3, 2
	Fireball, 4, 2
	Water Elemental, 4, 2
	Elven Archer, 1, 1
	Leper Gnome, 1, 2
	Bloodmage Thalnos, 2, 1
	Knife Juggler, 2, 2
	Loot Hoarder, 2, 2
	Wolfrider, 3, 2
	Azure Drake, 5, 2

[mighty-mighty-kolentos-midrange-hunter]
	Timber Wolf, 1, 2
	Tracking, 1, 2
	Flare, 2, 2
	Hunter¡¯s Mark, 2, 2
	Scavenging Hyena, 2, 2
	Animal Companion, 3, 2
	Deadly Shot, 3, 1
	Kill Command, 3, 2
	Unleash the Hounds, 3, 2
	Houndmaster, 4, 2
	Starving Buzzard, 5, 2
	Savannah Highmane, 6, 2
	Stonetusk Boar, 1, 2
	Dire Wolf Alpha, 2, 1
	River Crocolisk, 2, 1
	Ironbeak Owl, 3, 1
	Stampeding Kodo, 5, 2

[token-druid]
	Innervate, 0, 2
	Claw, 1, 1
	Power of the Wild, 2, 2
	Wrath, 2, 2
	Savage Roar, 3, 2
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Force of Nature, 5, 1
	Ancient of Lore, 7, 2
	Cenarius, 9, 1
	Argent Squire, 1, 2
	Bloodmage Thalnos, 2, 1
	Loot Hoarder, 2, 1
	Blood Knight, 3, 1
	Harvest Golem, 3, 2
	Violet Teacher, 4, 2
	Azure Drake, 5, 1
	Leeroy Jenkins, 5, 1

[danieltcn14s-midrange-shaman]
	Earth Shock, 1, 2
	Lightning Bolt, 1, 2
	Rockbiter Weapon, 2, 2
	Feral Spirit, 3, 2
	Flametongue Totem, 3, 2
	Lava Burst, 3, 2
	Lightning Storm, 3, 2
	Mana Tide Totem, 3, 1
	Unbound Elemental, 3, 2
	Hex, 4, 2
	Doomhammer, 5, 1
	Fire Elemental, 6, 2
	Argent Squire, 1, 2
	Bloodmage Thalnos, 2, 1
	Defender of Argus, 4, 1
	Azure Drake, 5, 2
	Argent Commander, 6, 2

[gaaras-ramp-druid]
	Innervate, 0, 2
	Mark of the Wild, 2, 2
	Wrath, 2, 2
	Healing Touch, 3, 1
	Wild Growth, 3, 2
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Starfall, 5, 1
	Nourish, 6, 1
	Ancient of Lore, 7, 2
	Ancient of War, 7, 2
	Cenarius, 9, 1
	Chillwind Yeti, 4, 1
	Big Game Hunter, 5, 1
	Faceless Manipulator, 5, 2
	Sunwalker, 6, 2
	Sylvanas Windrunner, 6, 1
	The Black Knight, 6, 1

[malygos-miracle-rogue]
	Backstab, 0, 2
	Preparation, 0, 2
	Deadly Poison, 1, 2
	Sinister Strike, 1, 2
	Eviscerate, 2, 2
	Sap, 2, 1
	Shiv, 2, 2
	Edwin VanCleef, 3, 1
	Fan of Knives, 3, 2
	SI:7 Agent, 3, 2
	Blade Flurry, 4, 2
	Bloodmage Thalnos, 2, 1
	Loot Hoarder, 2, 2
	Earthen Ring Farseer, 3, 2
	Azure Drake, 5, 2
	Gadgetzan Auctioneer, 6, 2
	Malygos, 9, 1

[cards-better-amazs-card-thieving-priest]
	Circle of Healing, 0, 2
	Power Word: Shield, 0, 2
	Northshire Cleric, 1, 2
	Shadow Word: Death, 2, 2
	Shadow Word: Pain, 2, 1
	Thoughtsteal, 2, 2
	Shadow Madness, 3, 1
	Auchenai Soulpriest, 4, 2
	Holy Nova, 4, 2
	Cabal Shadow Priest, 6, 1
	Holy Fire, 6, 2
	Acidic Swamp Ooze, 2, 1
	Sunfury Protector, 2, 1
	Wild Pyromancer, 2, 1
	Earthen Ring Farseer, 3, 1
	Injured Blademaster, 3, 2
	Sen¡¯jin Shieldmasta, 4, 2
	Faceless Manipulator, 5, 1
	Sylvanas Windrunner, 6, 1
	Ragnaros the Firelord, 8, 1

[shaman-king-midrange-shaman]
	Earth Shock, 1, 2
	Lightning Bolt, 1, 2
	Rockbiter Weapon, 2, 2
	Feral Spirit, 3, 2
	Flametongue Totem, 3, 1
	Lava Burst, 3, 1
	Lightning Storm, 3, 2
	Mana Tide Totem, 3, 2
	Unbound Elemental, 3, 2
	Hex, 4, 2
	Doomhammer, 5, 1
	Fire Elemental, 6, 2
	Al¡¯Akir the Windlord, 8, 1
	Argent Squire, 1, 1
	Bloodmage Thalnos, 2, 1
	Defender of Argus, 4, 2
	Sen¡¯jin Shieldmasta, 4, 1
	Azure Drake, 5, 2
	Cairne Bloodhoof, 6, 1

[this-beard-such-shave-control-druid]
	Innervate, 0, 2
	Mark of the Wild, 2, 2
	Wrath, 2, 2
	Savage Roar, 3, 1
	Keeper of the Grove, 4, 2
	Swipe, 4, 2
	Druid of the Claw, 5, 2
	Force of Nature, 5, 1
	Ancient of Lore, 7, 2
	Cenarius, 9, 1
	Bloodmage Thalnos, 2, 1
	Sunfury Protector, 2, 2
	Earthen Ring Farseer, 3, 2
	Harvest Golem, 3, 2
	Chillwind Yeti, 4, 2
	Azure Drake, 5, 1
	Big Game Hunter, 5, 1
	Cairne Bloodhoof, 6, 1
	Sylvanas Windrunner, 6, 1

[kitkatzsreynadsaggroctrl]
	Shield Slam, 1, 2
	Whirlwind, 1, 2
	Armorsmith, 2, 2
	Cruel Taskmaster, 2, 2
	Execute, 2, 2
	Slam, 2, 2
	Fiery War Axe, 3, 2
	Frothing Berserker, 3, 2
